Timestep,Salt:MSFL,Gas:gas_ideal,Solid:bccsoln,Solid:cphsoln
1,0.6493107676217548,7.717666402559169e-06,3.891615315702839e-07,1.9454660251547178e-08
2,0.6493059035784208,1.5633336874219883e-05,5.702601748847875e-07,1.7512497013042747e-08
3,0.6493006759146626,2.391218951843718e-05,7.328036277288941e-07,1.618897024978659e-08
4,0.6492956947677624,3.227689618666451e-05,8.883313022308454e-07,1.6609461672363406e-08
5,0.6492908295751275,4.076901892852095e-05,1.0433375864721199e-06,1.592724602759396e-08
6,0.6492861577060791,4.931705697947388e-05,1.198829168384862e-06,1.5278856013733022e-08
7,0.649281680771465,5.7917561871956806e-05,1.3550301859290254e-06,1.465280379792627e-08
8,0.6492772917371382,6.660926361229533e-05,1.5119491907143256e-06,1.4033274420748293e-08
10,0.6492688454429552,8.416760295166595e-05,1.8277341634502734e-06,1.2803814519550398e-08
12,0.6492610986931353,0.00010126736338830818,2.1309082807356983e-06,1.134572778671175e-08
13,0.6492580832050573,0.00010864345695928657,2.257894228546131e-06,1.0322334816957799e-08
16,0.6492487534716405,0.0001322215669506965,2.681553643839467e-06,0.0
17,0.6492464971010028,0.0001386341984741386,2.7886349420859474e-06,0.0
18,0.6492438960176596,0.0001457767536202307,2.910917857524727e-06,0.0
19,0.6492414078070522,0.00015277258032434218,3.029942665737659e-06,0.0
20,0.6492391027192974,0.00015945885412604072,3.143193457093269e-06,0.0
22,0.6492344127869027,0.00017338316067816458,3.3822454506499897e-06,0.0
24,0.6492305449851122,0.00018560409661540783,3.5874320996254074e-06,0.0
25,0.6492286996890811,0.0001916175080087508,3.688376226520484e-06,0.0
26,0.6492269030766804,0.0001975452646745833,3.787819235816564e-06,0.0
27,0.6492249199962662,0.00020398362215742364,3.897853141486095e-06,0.0
28,0.6492232526962483,0.0002096584989145404,3.992299769403731e-06,0.0
29,0.6492220902294301,0.00021470525416185734,4.076951652147554e-06,0.0
30,0.6492202278181416,0.00022106258215261337,4.186005480998263e-06,0.0
33,0.6492166889785083,0.00023642210991726842,4.445261807426273e-06,0.0
35,0.6492136570145808,0.00024803271693672746,4.643462721792008e-06,0.0
36,0.6492129021449566,0.00025216495100732934,4.710618176783853e-06,0.0
37,0.6492119666875665,0.0002566764818453657,4.785840027200153e-06,0.0
38,0.6492110606607279,0.00026120907566046876,4.861464491558017e-06,0.0
39,0.6492104231186179,0.0002650442324550737,4.924503373962277e-06,0.0
40,0.6492093337352196,0.00027003056059495825,5.009458019567001e-06,0.0
42,0.6492071654089454,0.0002803458354134823,5.186471449057595e-06,0.0
44,0.6492059109917843,0.00028790159362524257,5.310985904544022e-06,0.0
45,0.6492052096277714,0.00029179221017320526,5.375842760881898e-06,0.0
46,0.6492042762994439,0.0002968788947342164,5.4632822244115875e-06,0.0
47,0.6492036920683082,0.000299513448056422,5.5053979890587604e-06,0.0
48,0.6492027165481817,0.00030455222723244345,5.591657779133053e-06,0.0
49,0.6492020016701654,0.0003077038347719971,5.6442745256997815e-06,0.0
50,0.6492012081290428,0.00031215668383501006,5.720285188615696e-06,0.0
51,0.6491996229237808,0.000318186440026923,5.824894526215441e-06,0.0
53,0.6491985965933182,0.00032426658123768486,5.924485376396311e-06,0.0
55,0.6491970270282014,0.00033288842942025157,6.071450431426411e-06,0.0
56,0.6491966980936064,0.0003354652556717673,6.113477525268689e-06,0.0
57,0.6491965399743516,0.00033748982893247307,6.146367687173047e-06,0.0
59,0.6491942768306642,0.00034757447026991753,6.319724648842014e-06,0.0
60,0.649193854915989,0.00034993461262607827,6.35839846265718e-06,0.0
61,0.6491934313132696,0.00035274588989532086,6.405009460572912e-06,0.0
62,0.6491932433954805,0.00035452651067535457,6.4341928159173825e-06,0.0
63,0.6491926308523421,0.00035836838774847116,6.499465672332491e-06,0.0
64,0.6491919607988297,0.0003623206632894415,6.5668845109497e-06,0.0
65,0.6491920570129268,0.00036357012220932184,6.58630410998898e-06,0.0
67,0.6491908506980206,0.0003703957935779542,6.702069623754613e-06,0.0
69,0.6491895485350773,0.00037798771199883287,6.833650500483734e-06,0.0
71,0.6491889239898003,0.00038328967151195887,6.922839810554983e-06,0.0
72,0.6491892338077688,0.0003838635638778957,6.930361679537687e-06,0.0
73,0.6491887406791269,0.0003867621710559736,6.980829945962971e-06,0.0
74,0.6491885499209648,0.0003888107644288365,7.015461574046602e-06,0.0
75,0.6491878229322683,0.0003929219402923524,7.0864726962154546e-06,0.0
77,0.6491873902537008,0.0003970686498318161,7.157233128850501e-06,0.0
78,0.6491865617563608,0.000401472440252073,7.233233962631191e-06,0.0
79,0.6491865745746674,0.0004029531466713455,7.2576923888370734e-06,0.0
80,0.6491858052858513,0.0004069301640308961,7.325774502063803e-06,0.0
81,0.6491854382315335,0.0004092635908393812,7.3649530452031986e-06,0.0
83,0.6491850961956325,0.00041252866114001383,7.418593323165775e-06,0.0
84,0.6491848958314572,0.00041442275240555134,7.450909286823667e-06,0.0
85,0.6491843030441097,0.00041749666629539923,7.503817355140591e-06,0.0
87,0.6491847925427067,0.0004184840861770863,7.5160115190629156e-06,0.0
88,0.6491838166335192,0.00042322295232580405,7.598832563994413e-06,0.0
90,0.6491832290923967,0.0004278692249355466,7.677405464501024e-06,0.0
91,0.649182451459658,0.00043130061508543454,7.737245837035278e-06,0.0
92,0.6491816165227069,0.00043610158761866173,7.821286277150384e-06,0.0
94,0.6491816752099175,0.0004383010095655685,7.857601580038938e-06,0.0
95,0.6491837123549804,0.0004393410835768886,8.027292458410923e-06,0.0
96,0.6491822565358033,0.00044816395967132815,8.211363354057491e-06,0.0
97,0.6491830624949675,0.00044876818192546704,8.226967181412356e-06,0.0
99,0.649183432557908,0.0004542038508076776,8.325878244463616e-06,0.0
100,0.6491827733173302,0.0004601679068630963,8.433956690536643e-06,0.0
101,0.6491824014643465,0.0004647380302969694,8.515242819985157e-06,0.0
102,0.6491823228516327,0.0004669995167426459,8.554219992246137e-06,0.0
104,0.6491816210056349,0.0004754999216876789,8.702259555115997e-06,0.0
105,0.649181829566183,0.0004773900286931448,8.734578468402202e-06,0.0
106,0.6491815253567566,0.00048039723198250577,8.787789810568457e-06,0.0
107,0.6491810540153523,0.00048460292780277704,8.860319079940705e-06,0.0
108,0.6491808088208548,0.00048724546650221227,8.905060665688514e-06,0.0
109,0.6491793163966669,0.0004952278631443542,9.047511785269247e-06,0.0
110,0.6491798396759213,0.0004951094930396755,9.041368499021946e-06,0.0
111,0.64917997484805,0.0004968742441159733,9.070175141338638e-06,0.0
112,0.6491795728677753,0.0005012087513271637,9.145205183933869e-06,0.0
114,0.6491789286541892,0.0005069081463010991,9.239617614121086e-06,0.0
115,0.6491784800277037,0.0005103867646107099,9.29904750775754e-06,0.0
116,0.6491785358312433,0.0005123002457322667,9.330819428985707e-06,0.0
117,0.649178739909549,0.0005134352009270652,9.34795580963604e-06,0.0
118,0.6491782268316942,0.0005170769486176093,9.408122279304622e-06,0.0
119,0.6491779757430763,0.0005192609387606706,9.443541214382942e-06,0.0
120,0.6491781790261758,0.0005201900421038068,9.456827858382714e-06,0.0
121,0.6491777544092447,0.0005238861451586453,9.519435302725438e-06,0.0
122,0.6491776510295694,0.0005262040791111544,9.5583185387077e-06,0.0
123,0.649178277275034,0.0005251715982864273,9.534810006145822e-06,0.0
124,0.6491768444555015,0.0005321804310511857,9.657720859947627e-06,0.0
125,0.6491760355977232,0.0005369606942604301,9.74030245987634e-06,0.0
126,0.6491761796790062,0.0005383563653318047,9.762399156151463e-06,0.0
128,0.6491766801292997,0.000540050358266704,9.783567932479107e-06,0.0
130,0.6491758946457742,0.0005467958705589891,9.899158978718412e-06,0.0
132,0.6491761014586582,0.0005488809970840782,9.930173006369178e-06,0.0
136,0.649175168729306,0.0005590419978335682,1.00983423541737e-05,0.0
138,0.6491747215432428,0.0005639959118490959,1.0180917722807233e-05,0.0
139,0.6491750625451093,0.0005636986388755114,1.0172284419627836e-05,0.0
140,0.6491755288833487,0.000563026303571425,1.0156639631136543e-05,0.0
146,0.6491746238413528,0.0005741044551288831,1.0340334582134972e-05,0.0
148,0.6491742330152808,0.000577264244985871,1.0391648306255555e-05,0.0
154,0.6491738042502203,0.0005871764559918582,1.055701964048328e-05,0.0
156,0.6491730992594391,0.0005917748026187035,1.063553938177011e-05,0.0
162,0.6491726225601415,0.0005994329359334563,1.0758944101694337e-05,0.0
164,0.6491725953054184,0.0006014609030821834,1.0791304658653364e-05,0.0
